ft,zt,wo_len,ft2,zpt
-0.142842,-0.136534,0.166263,-0.142842,-0.129996
-0.142133,-0.133893,0.166264,-0.142133,-0.127168
-0.141321,-0.134140,0.166264,-0.141321,-0.124102
-0.140404,-0.131422,0.166302,-0.140404,-0.121335
-0.139386,-0.132771,0.166302,-0.139386,-0.119779
-0.138267,-0.131883,0.166352,-0.138267,-0.121075
-0.137048,-0.131280,0.166352,-0.137048,-0.120834
-0.135731,-0.130187,0.166402,-0.135731,-0.121295
-0.134317,-0.129976,0.166402,-0.134317,-0.121549
-0.132807,-0.129000,0.166436,-0.132807,-0.120735
-0.131204,-0.128181,0.166436,-0.131204,-0.123527
-0.129509,-0.127084,0.166459,-0.129509,-0.125916
-0.127722,-0.125540,0.166459,-0.127722,-0.127965
-0.125846,-0.124091,0.166471,-0.125846,-0.128398
-0.123883,-0.122767,0.166471,-0.123883,-0.129298
-0.121834,-0.121130,0.166474,-0.121834,-0.129871
-0.119700,-0.119881,0.166474,-0.119700,-0.129972
-0.117484,-0.119074,0.166468,-0.117484,-0.129346
-0.115188,-0.109721,0.166468,-0.115188,-0.121220
-0.112812,-0.102959,0.166585,-0.112812,-0.116018
-0.110360,-0.100193,0.166585,-0.110360,-0.114016
-0.107832,-0.094426,0.166826,-0.107832,-0.109540
-0.105231,-0.092965,0.166826,-0.105231,-0.103653
-0.102559,-0.088008,0.167169,-0.102559,-0.099120
-0.099818,-0.086242,0.167169,-0.099818,-0.093808
-0.097009,-0.080826,0.167582,-0.097009,-0.088950
-0.094135,-0.081107,0.167582,-0.094135,-0.085296
-0.091198,-0.076671,0.167998,-0.091198,-0.081693
-0.088200,-0.077454,0.167998,-0.088200,-0.076276
-0.085143,-0.074372,0.168283,-0.085143,-0.075273
-0.082030,-0.073941,0.168283,-0.082030,-0.072423
-0.078861,-0.072639,0.168428,-0.078861,-0.069107
-0.075641,-0.072385,0.168428,-0.075641,-0.066741
-0.072370,-0.071189,0.168451,-0.072370,-0.064298
-0.069051,-0.069838,0.168451,-0.069051,-0.063119
-0.065686,-0.068331,0.168414,-0.065686,-0.062320
-0.062279,-0.066277,0.168414,-0.062279,-0.059781
-0.058830,-0.065022,0.168362,-0.058830,-0.055851
-0.055342,-0.061737,0.168362,-0.055342,-0.050173
-0.051818,-0.060215,0.168340,-0.051818,-0.046191
-0.048260,-0.056485,0.168340,-0.048260,-0.040905
-0.044670,-0.056282,0.168377,-0.044670,-0.037718
-0.041051,-0.051881,0.168377,-0.041051,-0.032935
-0.037405,-0.050156,0.168484,-0.037405,-0.029023
-0.033735,-0.043995,0.168484,-0.033735,-0.022986
-0.030042,-0.042031,0.168664,-0.030042,-0.019191
-0.026330,-0.036819,0.168664,-0.026330,-0.014986
-0.022601,-0.035458,0.168902,-0.022601,-0.009366
-0.018856,-0.030340,0.168902,-0.018856,-0.006092
-0.015100,-0.028685,0.169203,-0.015100,-0.002528
-0.011334,-0.023065,0.169203,-0.011334,0.000680
-0.007560,-0.022077,0.169564,-0.007560,0.002498
-0.003781,-0.016441,0.169564,-0.003781,0.004349
-0.000000,-0.014419,0.169970,-0.000000,0.006408
0.003781,-0.008100,0.169970,0.003781,0.008388
0.007560,-0.006265,0.170394,0.007560,0.013431
0.011334,-0.001283,0.170394,0.011334,0.016711
0.015100,-0.000353,0.170860,0.015100,0.020482
0.018856,0.005574,0.170860,0.018856,0.024766
0.022601,0.007616,0.171320,0.022601,0.027256
0.026330,0.013802,0.171320,0.026330,0.032125
0.030042,0.016146,0.171757,0.030042,0.034435
0.033735,0.022599,0.171757,0.033735,0.037642
0.037405,0.024911,0.172144,0.037405,0.042871
0.041051,0.031230,0.172144,0.041051,0.046383
0.044670,0.034132,0.172458,0.044670,0.052557
0.048260,0.039749,0.172458,0.048260,0.057536
0.051818,0.042544,0.172719,0.051818,0.060040
0.055342,0.047123,0.172719,0.055342,0.065740
0.058830,0.049470,0.172941,0.058830,0.068469
0.062279,0.054550,0.172941,0.062279,0.071212
0.065686,0.057729,0.173103,0.065686,0.075154
0.069051,0.063682,0.173103,0.069051,0.077822
0.072370,0.067429,0.173196,0.072370,0.079554
0.075641,0.071195,0.173196,0.075641,0.080710
0.078861,0.074478,0.173267,0.078861,0.083221
0.082030,0.077944,0.173267,0.082030,0.084339
0.085143,0.081615,0.173316,0.085143,0.088240
0.088200,0.085670,0.173316,0.088200,0.091507
0.091198,0.089405,0.173336,0.091198,0.093437
0.094135,0.092655,0.173336,0.094135,0.093991
0.097009,0.095899,0.173346,0.097009,0.093810
0.099818,0.099198,0.173346,0.099818,0.094592
0.102559,0.101879,0.173350,0.102559,0.098416
0.105231,0.104863,0.173350,0.105231,0.098098
0.107832,0.107153,0.173353,0.107832,0.099736
0.110360,0.109519,0.173353,0.110360,0.102615
0.112812,0.110923,0.173358,0.112812,0.103838
0.115188,0.112934,0.173358,0.115188,0.105461
0.117484,0.122002,0.173372,0.117484,0.113560
0.119700,0.127539,0.173372,0.119700,0.117236
0.121834,0.133888,0.173483,0.121834,0.118581
0.123883,0.136034,0.173483,0.123883,0.121012
0.125846,0.141412,0.173756,0.125846,0.123681
0.127722,0.141335,0.173756,0.127722,0.127536
0.129509,0.145248,0.174162,0.129509,0.132141
0.131204,0.144896,0.174162,0.131204,0.135497
0.132807,0.149153,0.174660,0.132807,0.139029
0.134317,0.146822,0.174660,0.134317,0.143184
0.135731,0.149155,0.175084,0.135731,0.145759
0.137048,0.145122,0.175084,0.137048,0.146481
0.138267,0.146138,0.175325,0.138267,0.148474
0.139386,0.144842,0.175325,0.139386,0.147425
0.140404,0.145375,0.175462,0.140404,0.146787
0.141321,0.143820,0.175462,0.141321,0.147785
0.142133,0.142763,0.175475,0.142133,0.148231
0.142842,0.142598,0.175475,0.142842,0.147923
0.143444,0.142037,0.175453,0.143444,0.147154
0.143940,0.141530,0.175453,0.143940,0.147719
0.144328,0.141364,0.175419,0.144328,0.146167
0.144608,0.142506,0.175419,0.144608,0.144768
0.144777,0.142117,0.175400,0.144777,0.145142
0.144836,0.142512,0.175400,0.144836,0.145007
0.144784,0.142009,0.175388,0.144784,0.145564
0.144619,0.142953,0.175388,0.144619,0.141778
0.144341,0.142024,0.175387,0.144341,0.138964
0.143950,0.141862,0.175387,0.143950,0.139662
0.143444,0.141331,0.175388,0.143444,0.138607
0.142823,0.141161,0.175388,0.142823,0.138806
0.142087,0.140971,0.175391,0.142087,0.139662
0.141234,0.141008,0.175391,0.141234,0.141061
0.140265,0.141461,0.175387,0.140265,0.140578
0.139179,0.141010,0.175387,0.139179,0.139455
0.137976,0.141197,0.175372,0.137976,0.140320
0.136656,0.140290,0.175372,0.136656,0.140030
0.135217,0.140854,0.175357,0.135217,0.138810
0.133661,0.139383,0.175357,0.133661,0.135705
0.131986,0.139454,0.175355,0.131986,0.135160
0.130194,0.137046,0.175355,0.130194,0.132216
0.128282,0.136368,0.175380,0.128282,0.129817
0.126253,0.134005,0.175380,0.126253,0.126174
0.124105,0.133039,0.175429,0.124105,0.124045
0.121840,0.129880,0.175429,0.121840,0.122716
0.119456,0.128743,0.175499,0.119456,0.125030
0.116954,0.118143,0.175499,0.116954,0.118851
0.114335,0.113284,0.175497,0.114335,0.114538
0.111599,0.108055,0.175497,0.111599,0.108440
0.108746,0.103027,0.175513,0.108746,0.103380
0.105776,0.098372,0.175513,0.105776,0.098545
0.102691,0.093730,0.175584,0.102691,0.094798
0.099490,0.091418,0.175584,0.099490,0.089075
0.096174,0.087767,0.175680,0.096174,0.083811
0.092743,0.085666,0.175680,0.092743,0.080310
0.089199,0.082718,0.175762,0.089199,0.078246
0.085542,0.081578,0.175762,0.085542,0.076243
0.081773,0.078875,0.175792,0.081773,0.072532
0.077892,0.075937,0.175792,0.077892,0.070546
0.073901,0.074178,0.175790,0.073901,0.065775
0.069800,0.071811,0.175790,0.069800,0.061802
0.065591,0.069093,0.175780,0.065591,0.059191
0.061273,0.066910,0.175780,0.061273,0.054465
0.056849,0.065632,0.175800,0.056849,0.052116
0.052319,0.061691,0.175800,0.052319,0.047478
0.047685,0.061401,0.175911,0.047685,0.044019
0.042947,0.055543,0.175911,0.042947,0.040864
0.038107,0.053637,0.176152,0.038107,0.037964
0.033167,0.046431,0.176152,0.033167,0.035086
0.028126,0.045672,0.176494,0.028126,0.030912
0.022988,0.039715,0.176494,0.022988,0.023480
0.017752,0.039128,0.177036,0.017752,0.019196
0.012421,0.032137,0.177036,0.012421,0.010883
0.006996,0.030726,0.177739,0.006996,0.003848
0.001478,0.023701,0.177739,0.001478,-0.004883
-0.004131,0.022076,0.178628,-0.004131,-0.010645
-0.009829,0.013743,0.178628,-0.009829,-0.019720
-0.015615,0.011928,0.179685,-0.015615,-0.025961
-0.021487,0.002814,0.179685,-0.021487,-0.033109
-0.027443,0.001482,0.180916,-0.027443,-0.042509
-0.033483,-0.008879,0.180916,-0.033483,-0.050747
-0.039603,-0.012339,0.182186,-0.039603,-0.058833
-0.045803,-0.022922,0.182186,-0.045803,-0.064914
-0.052080,-0.026056,0.183466,-0.052080,-0.070099
-0.058433,-0.037364,0.183466,-0.058433,-0.078068
-0.064860,-0.040828,0.184681,-0.064860,-0.082328
-0.071358,-0.050293,0.184681,-0.071358,-0.088038
-0.077926,-0.052953,0.185930,-0.077926,-0.093017
-0.084562,-0.061440,0.185930,-0.084562,-0.095318
-0.091264,-0.064028,0.187269,-0.091264,-0.100611
-0.098030,-0.074028,0.187269,-0.098030,-0.102690
-0.104858,-0.077416,0.188601,-0.104858,-0.105935
-0.111746,-0.088430,0.188601,-0.111746,-0.108557
-0.118691,-0.097690,0.189514,-0.118691,-0.121017
-0.125692,-0.109834,0.189514,-0.125692,-0.127596
-0.132746,-0.115225,0.190140,-0.132746,-0.135274
-0.139852,-0.126521,0.190140,-0.139852,-0.143120
-0.147007,-0.131542,0.190605,-0.147007,-0.149109
-0.154209,-0.141794,0.190605,-0.154209,-0.156300
-0.161455,-0.146558,0.190997,-0.161455,-0.161843
-0.168744,-0.155894,0.190997,-0.168744,-0.165180
-0.176074,-0.160514,0.191359,-0.176074,-0.170521
-0.183441,-0.169660,0.191359,-0.183441,-0.172881
-0.190844,-0.173549,0.191767,-0.190844,-0.173949
-0.198281,-0.190322,0.191767,-0.198281,-0.185767
-0.205748,-0.199509,0.191888,-0.205748,-0.195254
-0.213245,-0.209963,0.191888,-0.213245,-0.205476
-0.220768,-0.217541,0.191940,-0.220768,-0.214194
-0.228316,-0.226368,0.191940,-0.228316,-0.222335
-0.235885,-0.234218,0.191957,-0.235885,-0.230809
-0.243474,-0.241183,0.191957,-0.243474,-0.235864
-0.251080,-0.247888,0.191983,-0.251080,-0.239610
-0.258701,-0.254104,0.191983,-0.258701,-0.245338
-0.266335,-0.257217,0.192055,-0.266335,-0.249767
-0.273978,-0.268488,0.192055,-0.273978,-0.265353
-0.281630,-0.276917,0.192072,-0.281630,-0.273254
-0.289287,-0.285111,0.192072,-0.289287,-0.282577
-0.296948,-0.292365,0.192086,-0.296948,-0.291645
-0.304609,-0.299657,0.192086,-0.304609,-0.299209
-0.312269,-0.306077,0.192106,-0.312269,-0.309967
-0.319925,-0.314348,0.192106,-0.319925,-0.317917
-0.327574,-0.322008,0.192146,-0.327574,-0.323469
-0.335215,-0.330851,0.192146,-0.335215,-0.333110
-0.342846,-0.336475,0.192221,-0.342846,-0.340579
-0.350463,-0.343751,0.192221,-0.350463,-0.340806
-0.358065,-0.355302,0.192258,-0.358065,-0.352730
-0.365649,-0.366327,0.192258,-0.365649,-0.360325
-0.373213,-0.374878,0.192242,-0.373213,-0.373636
-0.380755,-0.382607,0.192242,-0.380755,-0.384414
-0.388273,-0.390257,0.192227,-0.388273,-0.392637
-0.395764,-0.396387,0.192227,-0.395764,-0.401136
-0.403226,-0.403708,0.192224,-0.403226,-0.411161
-0.410657,-0.409931,0.192224,-0.410657,-0.418217
-0.418054,-0.416817,0.192234,-0.418054,-0.426336
-0.425416,-0.421766,0.192234,-0.425416,-0.432327
-0.432741,-0.430724,0.192244,-0.432741,-0.446338
-0.440025,-0.440067,0.192244,-0.440025,-0.456713
-0.447268,-0.448010,0.192241,-0.447268,-0.464149
-0.454468,-0.454246,0.192241,-0.454468,-0.472334
-0.461621,-0.461529,0.192241,-0.461621,-0.479276
-0.468726,-0.466799,0.192241,-0.468726,-0.486207
-0.475781,-0.472144,0.192251,-0.475781,-0.491749
-0.482785,-0.477638,0.192251,-0.482785,-0.495933
-0.489734,-0.482894,0.192291,-0.489734,-0.498443
-0.496628,-0.488876,0.192291,-0.496628,-0.498178
-0.503464,-0.490977,0.192410,-0.503464,-0.500971
-0.510241,-0.503887,0.192410,-0.510241,-0.513378
-0.516956,-0.512137,0.192456,-0.516956,-0.521481
-0.523608,-0.519973,0.192456,-0.523608,-0.529301
-0.530195,-0.526524,0.192490,-0.530195,-0.535897
-0.536715,-0.533541,0.192490,-0.536715,-0.542659
-0.543168,-0.540355,0.192519,-0.543168,-0.551238
-0.549550,-0.545794,0.192519,-0.549550,-0.554840
-0.555860,-0.550565,0.192577,-0.555860,-0.558976
-0.562098,-0.557575,0.192577,-0.562098,-0.566265
-0.568260,-0.561153,0.192663,-0.568260,-0.569116
-0.574347,-0.565842,0.192663,-0.574347,-0.571285
-0.580356,-0.568126,0.192838,-0.580356,-0.573506
-0.586285,-0.581066,0.192838,-0.586285,-0.585496
-0.592134,-0.588774,0.192881,-0.592134,-0.593239
-0.597901,-0.597394,0.192881,-0.597901,-0.601210
-0.603585,-0.603741,0.192880,-0.603585,-0.608366
-0.609184,-0.611251,0.192880,-0.609184,-0.611756
-0.614698,-0.617884,0.192856,-0.614698,-0.616578
-0.620124,-0.622665,0.192856,-0.620124,-0.622895
-0.625463,-0.627369,0.192846,-0.625463,-0.628197
-0.630712,-0.632922,0.192846,-0.630712,-0.632262
-0.635871,-0.636764,0.192843,-0.635871,-0.635082
-0.640939,-0.639077,0.192843,-0.640939,-0.640156
-0.645915,-0.641140,0.192859,-0.645915,-0.643825
-0.650798,-0.644836,0.192859,-0.650798,-0.645964
-0.655586,-0.646452,0.192923,-0.655586,-0.646664
-0.660280,-0.650344,0.192923,-0.660280,-0.646500
-0.664878,-0.657518,0.192980,-0.664878,-0.657299
-0.669380,-0.665007,0.192980,-0.669380,-0.668209
-0.673785,-0.670067,0.192999,-0.673785,-0.672952
-0.678092,-0.675868,0.192999,-0.678092,-0.678554
-0.682301,-0.681263,0.193003,-0.682301,-0.684600
-0.686411,-0.686168,0.193003,-0.686411,-0.692210
-0.690422,-0.689964,0.193004,-0.690422,-0.693908
-0.694333,-0.694620,0.193004,-0.694333,-0.698100
-0.698144,-0.697181,0.193006,-0.698144,-0.703489
-0.701855,-0.700449,0.193006,-0.701855,-0.705795
-0.705465,-0.701268,0.193013,-0.705465,-0.707646
-0.708973,-0.703962,0.193013,-0.708973,-0.711561
-0.712381,-0.704133,0.193030,-0.712381,-0.713109
-0.715686,-0.706399,0.193030,-0.715686,-0.712989
-0.718891,-0.707357,0.193072,-0.718891,-0.715851
-0.721994,-0.709815,0.193072,-0.721994,-0.717047
-0.724995,-0.709696,0.193161,-0.724995,-0.719041
-0.727895,-0.713505,0.193161,-0.727895,-0.719907
-0.730693,-0.712660,0.193324,-0.730693,-0.721795
-0.733391,-0.717306,0.193324,-0.733391,-0.721950
-0.735987,-0.716754,0.193570,-0.735987,-0.722096
-0.738482,-0.721116,0.193570,-0.738482,-0.720968
-0.740876,-0.720653,0.193902,-0.740876,-0.719337
-0.743171,-0.731811,0.193902,-0.743171,-0.722633
-0.745365,-0.737334,0.194014,-0.745365,-0.726740
-0.747460,-0.742544,0.194014,-0.747460,-0.729010
-0.749457,-0.746204,0.194043,-0.749457,-0.732346
-0.751354,-0.750586,0.194043,-0.751354,-0.737929
-0.753154,-0.753949,0.194039,-0.753154,-0.742101
-0.754857,-0.756519,0.194039,-0.754857,-0.744867
-0.756463,-0.759682,0.194035,-0.756463,-0.746697
-0.757974,-0.762013,0.194035,-0.757974,-0.751027
-0.759389,-0.765450,0.194044,-0.759389,-0.753830
-0.760711,-0.764016,0.194044,-0.760711,-0.756762
-0.761938,-0.764157,0.194049,-0.761938,-0.759182
-0.763074,-0.764298,0.194049,-0.763074,-0.761835
-0.764118,-0.764881,0.194051,-0.764118,-0.765810
-0.765071,-0.764241,0.194051,-0.765071,-0.765692
-0.765935,-0.764761,0.194050,-0.765935,-0.768222
-0.766710,-0.766730,0.194050,-0.766710,-0.767409
-0.767398,-0.767039,0.194051,-0.767398,-0.768988
-0.768000,-0.766781,0.194051,-0.768000,-0.767891
-0.768517,-0.767539,0.194053,-0.768517,-0.770252
-0.768950,-0.767614,0.194053,-0.768950,-0.769841
-0.769300,-0.767623,0.194057,-0.769300,-0.770204
-0.769570,-0.769048,0.194057,-0.769570,-0.771613
-0.769760,-0.768847,0.194060,-0.769760,-0.773074
-0.769871,-0.768742,0.194060,-0.769871,-0.773055
-0.769905,-0.768157,0.194063,-0.769905,-0.773483
-0.769864,-0.767986,0.194063,-0.769864,-0.772740
-0.769749,-0.767990,0.194065,-0.769749,-0.773776
-0.769562,-0.767049,0.194065,-0.769562,-0.774612
-0.769304,-0.766622,0.194067,-0.769304,-0.775505
-0.768976,-0.766059,0.194067,-0.768976,-0.775277
-0.768581,-0.765160,0.194073,-0.768581,-0.773075
-0.768120,-0.764390,0.194073,-0.768120,-0.771584
-0.767595,-0.764599,0.194080,-0.767595,-0.770396
-0.767007,-0.763947,0.194080,-0.767007,-0.770034
-0.766358,-0.763643,0.194087,-0.766358,-0.769890
-0.765651,-0.763417,0.194087,-0.765651,-0.767652
-0.764886,-0.762394,0.194094,-0.764886,-0.766447
-0.764066,-0.762292,0.194094,-0.764066,-0.764787
-0.763193,-0.761848,0.194099,-0.763193,-0.763424
-0.762268,-0.760502,0.194099,-0.762268,-0.760847
-0.761294,-0.759999,0.194102,-0.761294,-0.761800
-0.760272,-0.758392,0.194102,-0.760272,-0.760546
-0.759204,-0.756842,0.194107,-0.759204,-0.758607
-0.758092,-0.755736,0.194107,-0.758092,-0.758973
-0.756939,-0.755789,0.194110,-0.756939,-0.759954
-0.755747,-0.754212,0.194110,-0.755747,-0.761346
-0.754516,-0.752726,0.194113,-0.754516,-0.762897
-0.753250,-0.751574,0.194113,-0.753250,-0.760658
-0.751951,-0.750006,0.194117,-0.751951,-0.761390
-0.750620,-0.749345,0.194117,-0.750620,-0.761148
-0.749260,-0.748238,0.194119,-0.749260,-0.761759
-0.747873,-0.747836,0.194119,-0.747873,-0.761672
-0.746460,-0.745431,0.194120,-0.746460,-0.763339
-0.745025,-0.743819,0.194120,-0.745025,-0.763203
-0.743569,-0.742365,0.194122,-0.743569,-0.764081
-0.742094,-0.734641,0.194122,-0.742094,-0.755868
-0.740603,-0.728722,0.194206,-0.740603,-0.750470
-0.739098,-0.724782,0.194206,-0.739098,-0.747955
-0.737581,-0.718053,0.194452,-0.737581,-0.741204
-0.736053,-0.715542,0.194452,-0.736053,-0.737174
-0.734518,-0.709561,0.194961,-0.734518,-0.732429
-0.732978,-0.708351,0.194961,-0.732978,-0.731113
-0.731434,-0.702089,0.195712,-0.731434,-0.728557
-0.729889,-0.703347,0.195712,-0.729889,-0.723444
-0.728345,-0.698433,0.196640,-0.728345,-0.719252
-0.726804,-0.700691,0.196640,-0.726804,-0.716253
-0.725268,-0.696150,0.197590,-0.725268,-0.712472
-0.723740,-0.700114,0.197590,-0.723740,-0.709493
-0.722222,-0.697519,0.198444,-0.722222,-0.708306
-0.720716,-0.699397,0.198444,-0.720716,-0.706930
-0.719224,-0.697581,0.199206,-0.719224,-0.707411
-0.717748,-0.700643,0.199206,-0.717748,-0.706295
-0.716290,-0.699056,0.199814,-0.716290,-0.706323
-0.714852,-0.702649,0.199814,-0.714852,-0.707570
-0.713437,-0.702204,0.200196,-0.713437,-0.707594
-0.712047,-0.705439,0.200196,-0.712047,-0.708336
-0.710684,-0.705213,0.200366,-0.710684,-0.706866
-0.709349,-0.706768,0.200366,-0.709349,-0.709176
-0.708045,-0.707316,0.200385,-0.708045,-0.708961
-0.706774,-0.707714,0.200385,-0.706774,-0.709862
-0.705538,-0.708593,0.200320,-0.705538,-0.709825
-0.704339,-0.708046,0.200320,-0.704339,-0.709181
-0.703178,-0.708490,0.200236,-0.703178,-0.709534
-0.702058,-0.706295,0.200236,-0.702058,-0.704476
-0.700981,-0.705123,0.200197,-0.700981,-0.703855
-0.699949,-0.703761,0.200197,-0.699949,-0.704212
-0.698963,-0.702498,0.200180,-0.698963,-0.702583
-0.698025,-0.701912,0.200180,-0.698025,-0.701770
-0.697138,-0.701359,0.200172,-0.697138,-0.700498
-0.696302,-0.700017,0.200172,-0.696302,-0.700914
-0.695520,-0.699817,0.200176,-0.695520,-0.701485
-0.694793,-0.698810,0.200176,-0.694793,-0.702031
-0.694124,-0.698206,0.200185,-0.694124,-0.700919
-0.693513,-0.696912,0.200185,-0.693513,-0.702597
-0.692963,-0.697448,0.200201,-0.692963,-0.703427
-0.692475,-0.696778,0.200201,-0.692475,-0.704185
-0.692051,-0.696796,0.200222,-0.692051,-0.704784
-0.691691,-0.695554,0.200222,-0.691691,-0.706310
-0.691398,-0.695372,0.200245,-0.691398,-0.706608
-0.691174,-0.695207,0.200245,-0.691174,-0.707358
-0.691018,-0.695482,0.200279,-0.691018,-0.707260
-0.690934,-0.695343,0.200279,-0.690934,-0.707768
-0.690922,-0.696364,0.200327,-0.690922,-0.708627
-0.690983,-0.696281,0.200327,-0.690983,-0.710662
-0.691120,-0.697211,0.200387,-0.691120,-0.709392
-0.691332,-0.697023,0.200387,-0.691332,-0.709646
-0.691621,-0.697796,0.200451,-0.691621,-0.710302
-0.691989,-0.698255,0.200451,-0.691989,-0.711878
-0.692436,-0.698432,0.200518,-0.692436,-0.710832
-0.692964,-0.698130,0.200518,-0.692964,-0.711280
-0.693573,-0.698326,0.200571,-0.693573,-0.711050
-0.694264,-0.697675,0.200571,-0.694264,-0.711297
-0.695039,-0.698237,0.200604,-0.695039,-0.711502
-0.695897,-0.697961,0.200604,-0.695897,-0.711424
-0.696841,-0.698640,0.200619,-0.696841,-0.710689
-0.697870,-0.698369,0.200619,-0.697870,-0.709986
-0.698986,-0.698582,0.200616,-0.698986,-0.709491
-0.700189,-0.698872,0.200616,-0.700189,-0.709162
-0.701480,-0.698888,0.200604,-0.701480,-0.707564
-0.702858,-0.699846,0.200604,-0.702858,-0.707441
-0.704326,-0.700022,0.200598,-0.704326,-0.707102
-0.705883,-0.701117,0.200598,-0.705883,-0.708623
-0.707529,-0.700839,0.200605,-0.707529,-0.709227
-0.709265,-0.703181,0.200605,-0.709265,-0.710979
-0.711092,-0.703420,0.200639,-0.711092,-0.711879
-0.713008,-0.704303,0.200639,-0.713008,-0.713610
-0.715016,-0.704742,0.200700,-0.715016,-0.714030
-0.717115,-0.706577,0.200700,-0.717115,-0.715245
-0.719304,-0.706251,0.200790,-0.719304,-0.716508
-0.721584,-0.708500,0.200790,-0.721584,-0.717984
-0.723955,-0.709730,0.200927,-0.723955,-0.718900
-0.726417,-0.712205,0.200927,-0.726417,-0.718383
-0.728970,-0.712480,0.201116,-0.728970,-0.717041
-0.731613,-0.714811,0.201116,-0.731613,-0.716948
-0.734347,-0.714993,0.201383,-0.734347,-0.716183
-0.737170,-0.718374,0.201383,-0.737170,-0.715787
